beat_id,section,start,end,production_route,template_id,frame_type,exact_text,source_assets,legal_guardrail,generation_or_build_prompt,status
B064,S08,545.640,555.980,HYBRID_SOURCE_EDITORIAL,T01,evidence,EBAY — FEDERAL CRIMINAL RESOLUTION,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,DPA is not a conviction.,"Create/deliver one finished 16:9 WHAT IT COST production still for B064, synchronized to narration: ""At that point, the legal consequences no longer belonged only to individuals. eBay itself had entered a federal criminal resolution tied to the conduct."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC015_DPA_CRIMINAL_PENALTY.png; DC016_DPA_COMPLIANCE_MONITOR.png; DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""EBAY — FEDERAL CRIMINAL RESOLUTION"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. DPA is not a conviction. ROUTE: HYBRID_SOURCE_EDITORIAL. Compose the authentic source assets into the final branded frame and add only deterministic exact labels/GFX. AI may style background/material atmosphere only if it does not alter source pixels or factual text. Template T01.",R4_READY
B065,S08,556.820,565.860,HYBRID_SOURCE_EDITORIAL,T01,evidence,HOW FAR UP DID RESPONSIBILITY GO?,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B065, synchronized to narration: ""But one major question was still unresolved. How far up the organization could civil responsibility for the campaign extend?"". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""HOW FAR UP DID RESPONSIBILITY GO?"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: HYBRID_SOURCE_EDITORIAL. Compose the authentic source assets into the final branded frame and add only deterministic exact labels/GFX. AI may style background/material atmosphere only if it does not alter source pixels or factual text. Template T01.",R4_READY
B066,S08,566.960,569.300,HYBRID_SOURCE_EDITORIAL,T03,document,TOWARD A JURY,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B066, synchronized to narration: ""That question was moving toward a jury."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""TOWARD A JURY"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: HYBRID_SOURCE_EDITORIAL. Compose the authentic source assets into the final branded frame and add only deterministic exact labels/GFX. AI may style background/material atmosphere only if it does not alter source pixels or factual text. Template T03.",R4_READY
B067,S09,570.640,574.500,SOURCE_NATIVE_EDITORIAL,T06,timeline,JULY 2021 — CIVIL CASE FILED,DC018_CIVIL_COMPLAINT_COVER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B067, synchronized to narration: ""The Steiners filed their federal civil case in July twenty twenty-one."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC018_CIVIL_COMPLAINT_COVER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""JULY 2021 — CIVIL CASE FILED"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T06.",R4_READY
B068,S09,575.640,580.400,SOURCE_NATIVE_EDITORIAL,T03,document,2025 — SUMMARY JUDGMENT,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B068, synchronized to narration: ""Four years later, Judge Patti Saris issued a major summary-judgment order."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC010_SUMMARY_JUDGMENT_ORDER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""2025 — SUMMARY JUDGMENT"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T03.",R4_READY
B069,S09,581.040,593.080,SOURCE_NATIVE_EDITORIAL,T03,document,SURVIVING CLAIM ≠ LIABILITY,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,Surviving civil claim / jury question is not final liability.,"Create/deliver one finished 16:9 WHAT IT COST production still for B069, synchronized to narration: ""At this stage, the key distinction is simple: allowing a claim to continue does not mean a defendant has been found liable. It means the issue can still be decided by a jury."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC010_SUMMARY_JUDGMENT_ORDER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""SURVIVING CLAIM ≠ LIABILITY"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Surviving civil claim / jury question is not final liability. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T03.",R4_READY
B070,S09,593.800,603.440,SOURCE_NATIVE_EDITORIAL,T01,evidence,PFC WON SUMMARY JUDGMENT,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,Surviving civil claim / jury question is not final liability.,"Create/deliver one finished 16:9 WHAT IT COST production still for B070, synchronized to narration: ""And the court treated different defendants differently. A security contractor named P-F-C won summary judgment on the claims against it."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC010_SUMMARY_JUDGMENT_ORDER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""PFC WON SUMMARY JUDGMENT"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Surviving civil claim / jury question is not final liability. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T01.",R4_READY
B071,S09,604.100,608.760,SOURCE_NATIVE_EDITORIAL,T02,dossier,CLAIMS AGAINST EBAY / EXECUTIVES SURVIVED,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,Surviving civil claim / jury question is not final liability.,"Create/deliver one finished 16:9 WHAT IT COST production still for B071, synchronized to narration: ""But significant claims involving eBay and former executives survived."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC010_SUMMARY_JUDGMENT_ORDER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""CLAIMS AGAINST EBAY / EXECUTIVES SURVIVED"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Surviving civil claim / jury question is not final liability. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T02.",R4_READY
B072,S09,609.660,619.440,SOURCE_NATIVE_EDITORIAL,T02,dossier,NO DIRECT BAUGH COMMUNICATION,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,"Create/deliver one finished 16:9 WHAT IT COST production still for B072, synchronized to narration: ""For Devin Wenig, the record included an important limitation: Baugh testified that Wenig had not communicated with him directly about the Steiners."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC008_WENIG_NO_DIRECT_BAUGH.png; LIVE_DEVIN_WENIG_COMMONS.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""NO DIRECT BAUGH COMMUNICATION"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T02.",R4_READY
B073,S09,620.240,633.060,SOURCE_NATIVE_EDITORIAL,T03,document,JURY QUESTION — NOT FINAL LIABILITY,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,"Create/deliver one finished 16:9 WHAT IT COST production still for B073, synchronized to narration: ""At the same time, the judge held that, viewing the evidence in the Steiners' favor as required at that stage, a jury could potentially find Wenig's encouragement was a substantial factor in what followed."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC008_WENIG_NO_DIRECT_BAUGH.png; LIVE_DEVIN_WENIG_COMMONS.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""JURY QUESTION — NOT FINAL LIABILITY"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T03.",R4_READY
B074,S09,634.080,650.940,SOURCE_NATIVE_EDITORIAL,T03,document,WENIG DISPUTED THAT INTERPRETATION,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,"Create/deliver one finished 16:9 WHAT IT COST production still for B074, synchronized to narration: ""Wenig disputed that interpretation. His lawyers said he had no knowledge of or involvement in the harassment campaign, did not approve or authorize it, and argued that his messages concerned a public-relations response to the Steiners' reporting."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC008_WENIG_NO_DIRECT_BAUGH.png; LIVE_DEVIN_WENIG_COMMONS.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""WENIG DISPUTED THAT INTERPRETATION"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T03.",R4_READY
B075,S09,652.280,663.820,SOURCE_NATIVE_EDITORIAL,T03,document,A REASONABLE JURY COULD FIND…,DC009_WYMER_REASONABLE_JUROR.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,Surviving civil claim / jury question is not final liability.,"Create/deliver one finished 16:9 WHAT IT COST production still for B075, synchronized to narration: ""For Steve Wymer, the court pointed to a more extensive communication record and held that a reasonable jury could find he had induced, encouraged or authorized tortious conduct."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC009_WYMER_REASONABLE_JUROR.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""A REASONABLE JURY COULD FIND…"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Surviving civil claim / jury question is not final liability. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T03.",R4_READY
B076,S09,664.560,667.640,SOURCE_NATIVE_EDITORIAL,T03,document,NOT A FINAL FINDING,DC009_WYMER_REASONABLE_JUROR.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,Surviving civil claim / jury question is not final liability.,"Create/deliver one finished 16:9 WHAT IT COST production still for B076, synchronized to narration: ""Again, that was not a final finding of liability."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC009_WYMER_REASONABLE_JUROR.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""NOT A FINAL FINDING"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Surviving civil claim / jury question is not final liability. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T03.",R4_READY
B077,S09,669.000,674.260,SOURCE_NATIVE_EDITORIAL,T02,dossier,NOT CRIMINALLY CHARGED,LIVE_DEVIN_WENIG_COMMONS.jpg;S024_WENDY_JONES_EBAY_BIO_REFERENCE.pdf;S025_STEVE_WYMER_EBAY_PROFILE_REFERENCE.html,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,"Create/deliver one finished 16:9 WHAT IT COST production still for B077, synchronized to narration: ""And Wenig, Wymer and Wendy Jones were not criminally charged over the campaign."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: LIVE_DEVIN_WENIG_COMMONS.jpg; S024_WENDY_JONES_EBAY_BIO_REFERENCE.pdf; S025_STEVE_WYMER_EBAY_PROFILE_REFERENCE.html. Exact on-image text: ""NOT CRIMINALLY CHARGED"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T02.",R4_READY
B078,S09,675.700,691.400,SOURCE_NATIVE_EDITORIAL,T02,dossier,EBAY INTERNAL-INVESTIGATION POSITION,S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html;EBAY_HQ_2018_CC_BY_SA.jpg,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,"Create/deliver one finished 16:9 WHAT IT COST production still for B078, synchronized to narration: ""eBay's internal-investigation position also cut the other way: according to reporting on a company presentation, its lawyers said they had found no evidence that Wenig or Wymer directed the criminal acts or knew those acts would follow."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""EBAY INTERNAL-INVESTIGATION POSITION"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T02.",R4_READY
B079,S09,692.440,702.280,HYBRID_SOURCE_EDITORIAL,T01,evidence,RESPONSIBILITY ABOVE THE OPERATION,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,Surviving civil claim / jury question is not final liability.,"Create/deliver one finished 16:9 WHAT IT COST production still for B079, synchronized to narration: ""So by late twenty twenty-five, the unresolved question was how far responsibility extended above the people who had carried out the security operation."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""RESPONSIBILITY ABOVE THE OPERATION"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Surviving civil claim / jury question is not final liability. ROUTE: HYBRID_SOURCE_EDITORIAL. Compose the authentic source assets into the final branded frame and add only deterministic exact labels/GFX. AI may style background/material atmosphere only if it does not alter source pixels or factual text. Template T01.",R4_READY
B080,S09,703.640,709.000,HYBRID_SOURCE_EDITORIAL,T03,document,A JURY WAS GETTING CLOSE,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,Surviving civil claim / jury question is not final liability.,"Create/deliver one finished 16:9 WHAT IT COST production still for B080, synchronized to narration: ""A jury was getting close to answering that. Then the case appeared to end."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""A JURY WAS GETTING CLOSE"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Surviving civil claim / jury question is not final liability. ROUTE: HYBRID_SOURCE_EDITORIAL. Compose the authentic source assets into the final branded frame and add only deterministic exact labels/GFX. AI may style background/material atmosphere only if it does not alter source pixels or factual text. Template T03.",R4_READY
B081,S10,710.380,718.560,SOURCE_NATIVE_EDITORIAL,T03,document,"FEB. 25, 2026 — SETTLEMENT IN PRINCIPLE",LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,February 2026 settlement in principle failed; do not depict it as final settlement.,"Create/deliver one finished 16:9 WHAT IT COST production still for B081, synchronized to narration: ""On February twenty-fifth, twenty twenty-six, just before trial, the parties reported a settlement in principle. The terms were not disclosed."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""FEB. 25, 2026 — SETTLEMENT IN PRINCIPLE"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. February 2026 settlement in principle failed; do not depict it as final settlement. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T03.",R4_READY
B082,S10,718.560,723.480,SOURCE_NATIVE_EDITORIAL,T03,document,CONDITIONAL DISMISSAL,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,February 2026 settlement in principle failed; do not depict it as final settlement.,"Create/deliver one finished 16:9 WHAT IT COST production still for B082, synchronized to narration: ""The case was conditionally dismissed while they worked to finalize the agreement."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""CONDITIONAL DISMISSAL"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. February 2026 settlement in principle failed; do not depict it as final settlement. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T03.",R4_READY
B083,S10,724.220,733.820,SOURCE_NATIVE_EDITORIAL,T06,timeline,THE DEAL FAILED,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,DPA is not a conviction. February 2026 settlement in principle failed; do not depict it as final settlement.,"Create/deliver one finished 16:9 WHAT IT COST production still for B083, synchronized to narration: ""After years of criminal cases, a corporate D-P-A, civil discovery and pretrial rulings, it looked like the final chapter. Then the deal failed."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg. Exact on-image text: ""THE DEAL FAILED"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. DPA is not a conviction. February 2026 settlement in principle failed; do not depict it as final settlement. ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T06.",R4_READY
