beat_id,section,start,end,production_route,execution_mode,frame_family,style_reference_name,style_reference_media_id,factual_source_origin,job_input_after_preprocessing,prepared_input_required,raw_docs_do_not_attach,exact_text,support_text,composition,legal_guardrail,production_prompt,status
B011,S02,74.680,82.100,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC018_CIVIL_COMPLAINT_COVER.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B011_DC018_CIVIL_COMPLAINT_COVER.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B011_DC018_CIVIL_COMPLAINT_COVER.png,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,ECOMMERCEBYTES • SINCE 1999,,full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B011 — 16:9 WHAT IT COST
PURPOSE: ECOMMERCEBYTES • SINCE 1999
NARRATION: ""Ina and David Steiner ran EcommerceBytes, an independent publication covering online commerce since nineteen ninety-nine.""
TEXT: ""ECOMMERCEBYTES • SINCE 1999""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B011_DC018_CIVIL_COMPLAINT_COVER.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B012,S02,82.920,89.480,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC018_CIVIL_COMPLAINT_COVER.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B012_DC018_CIVIL_COMPLAINT_COVER.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B012_DC018_CIVIL_COMPLAINT_COVER.png,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,SMALL PUBLICATION / GLOBAL MARKETPLACE,,large authentic source frame on the right two-thirds; oversized headline left; short red dash above headline; one thin horizontal rule; one small paper tab overlapping the source frame,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B012 — 16:9 WHAT IT COST
PURPOSE: SMALL PUBLICATION / GLOBAL MARKETPLACE
NARRATION: ""The scale mismatch was obvious: an independent trade publication on one side, a global marketplace on the other.""
TEXT: ""SMALL PUBLICATION / GLOBAL MARKETPLACE""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B012_DC018_CIVIL_COMPLAINT_COVER.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: large authentic source frame on the right two-thirds; oversized headline left; short red dash above headline; one thin horizontal rule; one small paper tab overlapping the source frame
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B013,S02,90.120,99.720,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T02,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC018_CIVIL_COMPLAINT_COVER.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B013_DC018_CIVIL_COMPLAINT_COVER.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B013_DC018_CIVIL_COMPLAINT_COVER.png,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,SELLERS • RULES • EXECUTIVE DECISIONS,,dominant source portrait/photo upper-right; left-side dossier headline and role/status line; one small authentic excerpt card beneath photo but above subtitle-safe band; thin rule divider,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B013 — 16:9 WHAT IT COST
PURPOSE: SELLERS • RULES • EXECUTIVE DECISIONS
NARRATION: ""But the Steiners covered eBay's world closely — sellers, marketplace rules, executive decisions, and the complaints of people who depended on platforms like eBay.""
TEXT: ""SELLERS • RULES • EXECUTIVE DECISIONS""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B013_DC018_CIVIL_COMPLAINT_COVER.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: dominant source portrait/photo upper-right; left-side dossier headline and role/status line; one small authentic excerpt card beneath photo but above subtitle-safe band; thin rule divider
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B014,S02,100.540,110.020,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC018_CIVIL_COMPLAINT_COVER.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B014_DC018_CIVIL_COMPLAINT_COVER.png; EBAY_HQ_2018_CC_BY_SA.jpg; 12B_SOURCE_ASSETS/R6_PREP/R6P_B014_S009_SPRING2019_FRUSTRATION.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B014_DC018_CIVIL_COMPLAINT_COVER.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B014_S009_SPRING2019_FRUSTRATION.png,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,SPRING 2019,,"source excerpt framed like a photographic evidence print, slightly offset; headline left or top-left; second tiny context image only if needed; no decorative body text","Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B014 — 16:9 WHAT IT COST
PURPOSE: SPRING 2019
NARRATION: ""By spring twenty nineteen, a later federal court record shows that EcommerceBytes had become an increasing source of frustration for people inside eBay's leadership.""
TEXT: ""SPRING 2019""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B014_DC018_CIVIL_COMPLAINT_COVER.png; EBAY_HQ_2018_CC_BY_SA.jpg; 12B_SOURCE_ASSETS/R6_PREP/R6P_B014_S009_SPRING2019_FRUSTRATION.png; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: source excerpt framed like a photographic evidence print, slightly offset; headline left or top-left; second tiny context image only if needed; no decorative body text
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B015,S02,110.440,119.260,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC018_CIVIL_COMPLAINT_COVER.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B015_DC018_CIVIL_COMPLAINT_COVER.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B015_DC018_CIVIL_COMPLAINT_COVER.png,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,"CRITICISM, NOT COMPETITION",,full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B015 — 16:9 WHAT IT COST
PURPOSE: CRITICISM, NOT COMPETITION
NARRATION: ""The Steiners were not business rivals trying to take eBay's customers. They were publishers criticizing the company and giving readers a place to criticize it too.""
TEXT: ""CRITICISM, NOT COMPETITION""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B015_DC018_CIVIL_COMPLAINT_COVER.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B016,S02,119.920,130.260,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC018_CIVIL_COMPLAINT_COVER.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B016_DC018_CIVIL_COMPLAINT_COVER.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B016_DC018_CIVIL_COMPLAINT_COVER.png,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,HOW DID CRITICISM BECOME SECURITY?,,large authentic source frame on the right two-thirds; oversized headline left; short red dash above headline; one thin horizontal rule; one small paper tab overlapping the source frame,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B016 — 16:9 WHAT IT COST
PURPOSE: HOW DID CRITICISM BECOME SECURITY?
NARRATION: ""Companies face criticism every day. The real question is how criticism from two publishers became something people inside eBay's security organization were expected to solve.""
TEXT: ""HOW DID CRITICISM BECOME SECURITY?""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B016_DC018_CIVIL_COMPLAINT_COVER.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: large authentic source frame on the right two-thirds; oversized headline left; short red dash above headline; one thin horizontal rule; one small paper tab overlapping the source frame
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B017,S03,131.060,143.460,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC001_CRUSH_THIS_LADY.png;LIVE_DEVIN_WENIG_COMMONS.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B017_DC001_CRUSH_THIS_LADY.png; LIVE_DEVIN_WENIG_COMMONS.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B017_DC001_CRUSH_THIS_LADY.png,,THE INTERNAL MESSAGES,,single document crop mounted high-center on warm paper; headline upper-left; one yellow or red highlight over the exact relevant line; small source/date line above subtitle-safe zone,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B017 — 16:9 WHAT IT COST
PURPOSE: THE INTERNAL MESSAGES
NARRATION: ""The internal messages are where the story changes. In April twenty nineteen, Steve Wymer — eBay's communications chief — sent then-C-E-O Devin Wenig a message about an Ina Steiner article.""
TEXT: ""THE INTERNAL MESSAGES""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B017_DC001_CRUSH_THIS_LADY.png; LIVE_DEVIN_WENIG_COMMONS.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: single document crop mounted high-center on warm paper; headline upper-left; one yellow or red highlight over the exact relevant line; small source/date line above subtitle-safe zone
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B018,S03,144.140,146.920,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC001_CRUSH_THIS_LADY.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B018_DC001_CRUSH_THIS_LADY.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B018_DC001_CRUSH_THIS_LADY.png,,“WE ARE GOING TO CRUSH THIS LADY.”,,Make the authentic internal-message quote crop the only hero source in the upper/right two-thirds; large exact quote at left; one small source/date line; black negative space below. No pig mask or harassment-object imagery.,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B018 — 16:9 WHAT IT COST
PURPOSE: “WE ARE GOING TO CRUSH THIS LADY.”
NARRATION: ""His words were: “We are going to crush this lady.”""
TEXT: ""“WE ARE GOING TO CRUSH THIS LADY.”""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B018_DC001_CRUSH_THIS_LADY.png; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: Make the authentic internal-message quote crop the only hero source in the upper/right two-thirds; large exact quote at left; one small source/date line; black negative space below. No pig mask or harassment-object imagery.
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B019,S03,147.600,152.740,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC003_TAKE_HER_DOWN.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B019_DC003_TAKE_HER_DOWN.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B019_DC003_TAKE_HER_DOWN.png,,“TAKE HER DOWN.”,,wide horizontal authentic excerpt across upper half; condensed headline above-left; one clipped corner/tab; black textured negative space below for captions,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B019 — 16:9 WHAT IT COST
PURPOSE: “TAKE HER DOWN.”
NARRATION: ""Weeks later, according to the federal court record, Wenig told Wymer to “take her down.”""
TEXT: ""“TAKE HER DOWN.”""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B019_DC003_TAKE_HER_DOWN.png; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: wide horizontal authentic excerpt across upper half; condensed headline above-left; one clipped corner/tab; black textured negative space below for captions
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B020,S03,153.580,159.860,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC004_NOW_IS_THE_TIME.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B020_DC004_NOW_IS_THE_TIME.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B020_DC004_NOW_IS_THE_TIME.png,,“NOW IS THE TIME.”,,"tight authentic quote/document crop as the hero on the right; large headline on left; one exact highlighted line only; paper edge, clip, and small factual source label; no full-page text wall","Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B020 — 16:9 WHAT IT COST
PURPOSE: “NOW IS THE TIME.”
NARRATION: ""And on August first, another message from Wenig said that if they were ever going to act, “now is the time.”""
TEXT: ""“NOW IS THE TIME.”""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B020_DC004_NOW_IS_THE_TIME.png; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: tight authentic quote/document crop as the hero on the right; large headline on left; one exact highlighted line only; paper edge, clip, and small factual source label; no full-page text wall
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B021,S03,160.680,168.060,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T02,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,OFFICE_INTERIOR_CC0.jpg,OFFICE_INTERIOR_CC0.jpg,NONE,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,WORDS ≠ PROOF OF AN ORDER,,dominant source portrait/photo upper-right; left-side dossier headline and role/status line; one small authentic excerpt card beneath photo but above subtitle-safe band; thin rule divider,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B021 — 16:9 WHAT IT COST
PURPOSE: WORDS ≠ PROOF OF AN ORDER
NARRATION: ""Those words are dramatic. But they are not, by themselves, proof that Wenig or any other executive ordered the crimes that followed.""
TEXT: ""WORDS ≠ PROOF OF AN ORDER""
ATTACH: OFFICE_INTERIOR_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: dominant source portrait/photo upper-right; left-side dossier headline and role/status line; one small authentic excerpt card beneath photo but above subtitle-safe band; thin rule divider
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_NEUTRAL_STYLE_REF
B022,S03,168.740,179.680,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B022_DC008_WENIG_NO_DIRECT_BAUGH.png; LIVE_DEVIN_WENIG_COMMONS.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B022_DC008_WENIG_NO_DIRECT_BAUGH.png,,NO DIRECT COMMUNICATION WITH BAUGH,,"source excerpt framed like a photographic evidence print, slightly offset; headline left or top-left; second tiny context image only if needed; no decorative body text","Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B022 — 16:9 WHAT IT COST
PURPOSE: NO DIRECT COMMUNICATION WITH BAUGH
NARRATION: ""The later court record says Jim Baugh — the head of eBay security — testified that Wenig never communicated directly with him about the Steiners. Wenig's relevant communications went through Wymer.""
TEXT: ""NO DIRECT COMMUNICATION WITH BAUGH""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B022_DC008_WENIG_NO_DIRECT_BAUGH.png; LIVE_DEVIN_WENIG_COMMONS.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: source excerpt framed like a photographic evidence print, slightly offset; headline left or top-left; second tiny context image only if needed; no decorative body text
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B023,S03,180.260,189.800,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,OFFICE_INTERIOR_CC0.jpg,OFFICE_INTERIOR_CC0.jpg; 12B_SOURCE_ASSETS/R6_PREP/R6P_B023_S009_WHATEVER_IT_TAKES.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B023_S009_WHATEVER_IT_TAKES.png,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,“WHATEVER IT TAKES.”,,wide horizontal authentic excerpt across upper half; condensed headline above-left; one clipped corner/tab; black textured negative space below for captions,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B023 — 16:9 WHAT IT COST
PURPOSE: “WHATEVER IT TAKES.”
NARRATION: ""Still, inside the organization, the language was escalating. Wymer's messages to Baugh became increasingly ag gressive, including the phrase “Whatever it takes.”""
TEXT: ""“WHATEVER IT TAKES.”""
ATTACH: OFFICE_INTERIOR_CC0.jpg; 12B_SOURCE_ASSETS/R6_PREP/R6P_B023_S009_WHATEVER_IT_TAKES.png; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: wide horizontal authentic excerpt across upper half; condensed headline above-left; one clipped corner/tab; black textured negative space below for captions
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B024,S03,190.560,194.220,SOURCE_STYLED_GENERATION,HIGGSFIELD_CANDIDATE_BLOCKED,T02,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,OFFICE_INTERIOR_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,OFFICE_INTERIOR_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg,NONE,,THE ISSUE MOVED TOWARD SECURITY,INTO THE SECURITY CHAIN,"Headline left; eBay/security corporate source photo right; one compact SECURITY CHAIN cue, not a generic LEGAL STATUS card; no unrelated legal-document panel.","Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B024 — 16:9 WHAT IT COST
PURPOSE: THE ISSUE MOVED TOWARD SECURITY
NARRATION: ""Another executive relationship was pulling the issue toward security too.""
TEXT: ""THE ISSUE MOVED TOWARD SECURITY"" | ""INTO THE SECURITY CHAIN""
ATTACH: OFFICE_INTERIOR_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: Headline left; eBay/security corporate source photo right; one compact SECURITY CHAIN cue, not a generic LEGAL STATUS card; no unrelated legal-document panel.
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_NEUTRAL_STYLE_REF
B025,S03,194.950,204.200,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC002_OFF_THE_RADAR.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B025_DC002_OFF_THE_RADAR.png,12B_SOURCE_ASSETS/R6_PREP/R6P_B025_DC002_OFF_THE_RADAR.png,,“OFF THE RADAR.”,,single document crop mounted high-center on warm paper; headline upper-left; one yellow or red highlight over the exact relevant line; small source/date line above subtitle-safe zone,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B025 — 16:9 WHAT IT COST
PURPOSE: “OFF THE RADAR.”
NARRATION: ""Wendy Jones — Baugh's direct supervisor — told him, according to the court record, to handle the issue “off the radar” and said she did not want details.""
TEXT: ""“OFF THE RADAR.”""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B025_DC002_OFF_THE_RADAR.png; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: single document crop mounted high-center on warm paper; headline upper-left; one yellow or red highlight over the exact relevant line; small source/date line above subtitle-safe zone
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
